,AWAY_TEAM_ABBREVIATION,GAME_ID,AWAY_STL,AWAY_BLK,AWAY_PF,AWAY_PLUS_MINUS,HOME_TEAM_ABBREVIATION,HOME_STL,HOME_BLK,HOME_PF,HOME_PLUS_MINUS,HOME_OFF_RATING,HOME_DEF_RATING,HOME_AST_TOV,HOME_AST_RATIO,HOME_OREB_PCT,HOME_DREB_PCT,HOME_REB_PCT,HOME_TM_TOV_PCT,HOME_TS_PCT,HOME_PACE,HOME_PIE,AWAY_OFF_RATING,AWAY_DEF_RATING,AWAY_AST_TOV,AWAY_AST_RATIO,AWAY_OREB_PCT,AWAY_DREB_PCT,AWAY_REB_PCT,AWAY_TM_TOV_PCT,AWAY_TS_PCT,AWAY_E_PACE,AWAY_PACE,AWAY_PIE,HomeWin
631,MIL,21600632,8,8,14,-19,HOU,9,12,17,19,114.4,94.8,2.5,18.3,0.309,0.632,0.473,10.3,0.546,97.0,0.569,94.8,114.4,1.44,18.2,0.368,0.691,0.527,18.6,0.464,100.38,97.0,0.431,1
632,ATL,21600633,1,4,21,-23,DET,6,0,29,23,96.9,120.4,1.69,17.0,0.189,0.571,0.373,13.3,0.504,98.0,0.358,120.4,96.9,2.08,18.8,0.429,0.811,0.627,13.3,0.571,98.8,98.0,0.642,1
633,GSW,21600634,11,8,16,21,OKC,11,6,22,-21,117.5,99.0,1.94,23.4,0.405,0.698,0.568,17.5,0.624,102.0,0.649,99.0,117.5,1.21,16.4,0.302,0.595,0.432,18.8,0.508,104.12,102.0,0.351,0
634,SAC,21600635,9,5,22,-6,IND,11,3,21,6,114.0,106.4,1.47,17.9,0.237,0.684,0.461,16.1,0.616,93.5,0.523,106.4,114.0,1.33,21.1,0.316,0.763,0.539,22.3,0.596,93.94,93.5,0.477,1
635,PHX,21600636,10,4,22,-15,CLE,7,6,24,15,120.4,106.2,2.42,21.6,0.196,0.635,0.429,12.2,0.632,97.5,0.559,106.2,120.4,1.44,16.7,0.365,0.804,0.571,16.5,0.522,100.5,97.5,0.441,1
636,MIA,21600637,4,1,15,4,DAL,4,3,20,-4,106.7,111.2,1.7,14.9,0.167,0.732,0.427,11.2,0.547,89.0,0.458,111.2,106.7,1.23,13.9,0.268,0.833,0.573,14.6,0.577,92.3,89.0,0.542,0
637,WAS,21600638,7,5,19,3,NYK,7,4,14,-3,115.8,117.7,1.82,15.3,0.347,0.636,0.484,11.6,0.552,95.5,0.477,117.7,115.8,1.93,21.0,0.364,0.653,0.516,15.6,0.6,97.92,95.5,0.523,0
638,SAS,21600639,12,5,19,14,DEN,5,7,19,-14,107.2,120.4,1.8,18.7,0.345,0.767,0.525,15.5,0.508,97.5,0.394,120.4,107.2,3.5,21.1,0.233,0.655,0.475,8.2,0.608,102.72,97.5,0.606,0
639,MIN,21600640,3,2,21,3,LAC,9,6,21,-3,106.3,111.8,2.18,18.1,0.353,0.667,0.505,11.6,0.518,94.0,0.496,111.8,106.3,1.79,18.7,0.333,0.647,0.495,15.1,0.547,95.28,94.0,0.504,0
640,POR,21600641,8,6,20,-1,PHI,6,8,21,1,93.9,92.9,1.32,17.5,0.368,0.705,0.542,19.2,0.47,99.0,0.536,92.9,93.9,1.23,12.3,0.283,0.638,0.458,13.1,0.454,103.68,99.0,0.464,1
641,CHA,21600642,9,4,13,35,TOR,7,5,20,-35,121.5,83.9,1.5,18.3,0.366,0.776,0.606,17.2,0.621,93.0,0.768,83.9,121.5,0.83,8.8,0.224,0.634,0.394,12.9,0.423,96.08,93.0,0.232,0
642,ORL,21600643,9,6,24,16,MIL,6,3,25,-16,102.1,121.7,1.75,16.5,,0.627,,12.8,0.508,93.0,0.38,121.7,102.1,2.5,18.4,0.373,,,10.9,0.556,96.54,93.0,0.62,0
643,MEM,21600644,6,4,24,16,SAC,9,6,21,-16,112.6,96.8,1.4,16.2,0.34,0.88,0.619,15.8,0.569,94.5,0.587,96.8,112.6,1.8,15.2,0.12,0.66,0.381,10.6,0.505,94.54,94.5,0.413,0
644,BKN,21600645,5,6,20,29,NOP,8,8,24,-29,133.6,106.5,1.5,17.3,,0.692,,15.0,0.727,107.0,0.639,106.5,133.6,2.33,14.5,0.308,,,8.4,0.495,105.76,107.0,0.361,0
645,HOU,21600646,8,3,17,-17,GSW,8,7,18,17,122.5,105.9,2.0,20.9,0.295,0.648,0.49,14.7,0.636,102.0,0.578,105.9,122.5,1.73,17.9,0.352,0.705,0.51,14.7,0.52,105.58,102.0,0.422,1
646,CHI,21600647,12,5,17,-9,ATL,16,3,19,9,102.0,93.9,1.15,17.2,0.289,0.66,0.478,20.0,0.564,99.5,0.565,93.9,102.0,0.72,13.6,0.34,0.711,0.522,25.3,0.52,101.36,99.5,0.435,1
647,DAL,21600648,4,2,26,-5,UTA,8,5,26,5,107.0,110.9,1.62,15.8,0.25,,,13.0,0.539,91.02,0.471,110.9,107.0,1.06,12.8,,0.75,,15.8,0.559,92.59,91.02,0.529,1
648,IND,21600649,17,6,12,-13,LAL,15,3,20,13,94.1,108.0,1.14,17.6,0.265,0.646,0.454,20.8,0.522,100.5,0.459,108.0,94.1,1.13,18.7,0.354,0.735,0.546,24.0,0.577,102.8,100.5,0.541,1
649,BOS,21600650,6,2,29,-4,POR,12,4,26,4,113.9,117.6,1.24,17.0,0.404,0.712,0.558,19.4,0.582,97.81,0.463,117.6,113.9,1.86,17.6,0.288,0.596,0.442,13.0,0.589,102.1,97.81,0.537,1
650,DET,21600651,9,4,27,1,WAS,12,3,22,-1,108.7,106.7,1.25,17.6,0.286,0.717,0.51,19.2,0.584,104.5,0.493,106.7,108.7,2.09,16.5,0.283,0.714,0.49,10.5,0.531,103.6,104.5,0.507,0
651,CHA,21600652,7,4,18,7,BKN,9,3,17,-7,106.1,112.0,2.14,21.6,0.192,0.822,0.485,14.1,0.555,99.5,0.466,112.0,106.1,2.0,19.9,0.178,0.808,0.515,13.0,0.611,101.64,99.5,0.534,0
652,ATL,21600653,8,5,18,17,PHI,8,6,19,-17,106.8,90.3,1.71,17.3,0.255,,,13.6,0.544,103.0,0.558,90.3,106.8,1.23,20.0,,0.745,,21.4,0.541,102.52,103.0,0.442,0
653,PHX,21600654,9,4,18,2,NYK,6,3,20,-2,112.9,113.8,1.54,15.5,0.347,0.68,0.515,14.0,0.547,93.5,0.497,113.8,112.9,1.15,12.0,0.32,0.653,0.485,13.8,0.552,94.96,93.5,0.503,0
654,MIA,21600655,8,3,24,12,MIL,6,2,18,-12,118.5,105.4,1.5,15.4,0.231,0.714,0.5,13.0,0.629,92.0,0.557,105.4,118.5,1.55,14.0,0.286,0.769,0.5,12.0,0.521,92.88,92.0,0.443,0
655,MEM,21600656,10,4,17,-24,HOU,11,6,25,24,121.4,97.9,2.08,20.6,0.225,0.733,0.53,13.3,0.654,97.5,0.646,97.9,121.4,1.58,14.4,0.267,0.775,0.47,12.4,0.469,98.66,97.5,0.354,1
656,SAS,21600657,6,6,22,3,CLE,7,1,16,-3,107.5,110.3,1.39,17.4,,0.755,,16.8,0.571,96.91,0.465,110.3,107.5,2.29,21.6,0.245,,,13.1,0.578,96.83,96.91,0.535,0
657,LAC,21600658,5,2,23,-25,DEN,4,0,16,25,128.1,103.2,3.0,21.7,0.341,0.732,0.56,10.4,0.625,95.5,0.644,103.2,128.1,2.56,17.5,0.268,0.659,0.44,9.5,0.492,98.48,95.5,0.356,1
658,IND,21600659,10,3,23,-9,UTA,11,3,15,9,104.2,112.4,1.0,14.3,0.15,,,17.7,0.592,96.5,0.439,112.4,104.2,1.71,17.6,,0.85,,14.4,0.556,99.78,96.5,0.561,1
659,SAC,21600660,7,5,23,-3,CHI,7,7,18,3,113.3,107.6,2.0,16.9,0.373,0.72,0.545,12.2,0.523,91.0,0.539,107.6,113.3,2.0,16.2,0.28,0.627,0.455,10.9,0.531,94.38,91.0,0.461,1
660,GSW,21600661,8,4,15,20,ORL,9,7,21,-20,115.7,98.0,1.42,18.8,0.354,0.767,0.583,18.6,0.606,101.0,0.608,98.0,115.7,2.08,17.9,0.233,0.646,0.417,12.0,0.476,103.2,101.0,0.392,0
661,DAL,21600662,9,4,15,49,LAL,3,4,20,-49,131.2,79.3,2.7,20.4,0.364,0.826,0.6,10.8,0.64,92.5,0.804,79.3,131.2,0.61,10.0,0.174,0.636,0.4,19.6,0.454,92.92,92.5,0.196,0
662,PHX,21600663,6,1,28,12,TOR,9,8,20,-12,116.2,104.0,1.33,15.8,0.225,0.769,0.533,15.2,0.63,99.0,0.548,104.0,116.2,1.9,14.9,0.231,0.775,0.467,10.1,0.523,100.36,99.0,0.452,0
663,DEN,21600664,6,7,19,-3,MIN,11,8,24,3,106.9,112.1,1.44,19.2,,0.756,,17.8,0.592,100.0,0.489,112.1,106.9,1.93,21.0,0.244,,,15.2,0.589,99.24,100.0,0.511,1
664,CHA,21600665,7,5,19,-10,WAS,5,3,23,10,104.2,116.0,3.0,18.0,,,,8.4,0.49,94.5,0.448,116.0,104.2,1.47,17.7,,,,16.0,0.623,97.24,94.5,0.552,1
665,SAS,21600666,7,5,17,26,BKN,2,5,18,-26,88.7,115.5,0.82,11.7,0.224,0.686,0.46,17.5,0.484,97.0,0.337,115.5,88.7,2.44,16.5,0.314,0.776,0.54,9.3,0.549,99.48,97.0,0.663,0
666,ATL,21600667,8,2,17,-10,LAC,4,8,19,10,110.5,121.1,3.5,20.7,0.25,,,8.4,0.528,95.0,0.471,121.1,110.5,2.09,18.0,,0.75,,11.6,0.614,97.06,95.0,0.529,1
667,MIA,21600668,9,4,19,3,GSW,9,4,20,-3,104.1,108.2,1.93,19.6,0.294,0.731,0.515,14.3,0.527,97.5,0.523,108.2,104.1,1.33,15.1,0.269,0.706,0.485,15.5,0.536,102.84,97.5,0.477,0
668,DET,21600669,8,1,21,-5,SAC,10,3,15,5,107.2,111.2,1.69,20.4,0.205,0.733,0.472,16.5,0.581,97.5,0.462,111.2,107.2,1.79,18.9,0.267,0.795,0.528,14.3,0.583,98.46,97.5,0.538,1
669,HOU,21600670,11,4,22,-13,MIL,17,6,20,13,110.7,121.0,1.18,18.9,0.195,0.686,0.421,21.4,0.638,104.0,0.402,121.0,110.7,1.63,21.8,0.314,0.805,0.579,18.1,0.691,105.1,104.0,0.598,1
670,NOP,21600671,8,11,22,2,CLE,6,3,20,-2,119.6,119.2,2.0,17.1,0.269,0.783,0.51,11.8,0.587,103.0,0.471,119.2,119.6,3.25,19.4,0.217,0.731,0.49,7.7,0.619,103.1,103.0,0.529,0
671,IND,21600672,7,4,20,-6,NYK,8,7,21,6,104.0,110.1,1.64,14.3,,0.767,,11.1,0.531,99.0,0.447,110.1,104.0,1.27,15.2,0.233,,,15.2,0.596,100.7,99.0,0.553,1
672,OKC,21600673,6,6,23,2,UTA,10,7,18,-2,102.1,101.1,1.55,13.9,0.28,0.76,0.52,11.6,0.516,94.5,0.495,101.1,102.1,1.6,13.2,0.24,0.72,0.48,10.6,0.498,97.22,94.5,0.505,0
673,SAS,21600674,7,6,18,2,TOR,9,8,25,-2,110.2,108.2,1.67,15.2,0.302,0.739,0.505,12.2,0.543,98.0,0.515,108.2,110.2,0.77,8.4,0.261,0.698,0.495,13.3,0.55,102.42,98.0,0.485,0
674,LAC,21600675,4,1,22,-11,PHI,8,7,27,11,112.2,123.5,0.89,13.6,0.298,0.826,0.559,19.4,0.618,98.0,0.387,123.5,112.2,5.83,24.9,0.174,0.702,0.441,6.1,0.607,98.36,98.0,0.613,1
675,BOS,21600676,10,3,20,-15,WAS,7,4,18,15,109.1,125.5,1.71,18.1,0.25,0.703,0.447,14.1,0.571,98.5,0.429,125.5,109.1,1.31,16.1,0.297,0.75,0.553,16.3,0.66,100.9,98.5,0.571,1
676,ORL,21600677,7,2,18,-8,CHI,13,6,19,8,101.0,93.9,0.92,10.4,0.17,,,13.1,0.554,98.5,0.564,93.9,101.0,0.95,13.8,,0.83,,19.4,0.49,99.0,98.5,0.436,1
677,UTA,21600678,6,3,21,-10,DEN,7,6,15,10,106.2,96.9,2.0,21.3,0.227,0.808,0.542,14.4,0.575,96.5,0.603,96.9,106.2,1.58,15.2,0.192,0.773,0.458,12.5,0.493,97.44,96.5,0.397,1
678,PHX,21600679,7,4,23,-1,MIN,8,4,21,1,114.3,111.0,1.6,18.0,0.273,,,15.3,0.592,99.0,0.536,111.0,114.3,1.33,14.8,,0.727,,15.0,0.555,100.82,99.0,0.464,1
679,CLE,21600680,9,6,21,-4,SAC,13,3,28,4,109.8,112.6,1.61,20.1,,0.692,,17.6,0.578,92.83,0.474,112.6,109.8,2.42,19.9,0.308,,,11.7,0.554,94.03,92.83,0.526,1
680,BOS,21600681,10,3,27,11,HOU,8,5,18,-11,118.8,107.9,1.83,22.1,0.386,0.792,0.598,17.8,0.612,101.0,0.571,107.9,118.8,1.65,20.2,0.208,0.614,0.402,16.8,0.582,104.38,101.0,0.429,0
681,BKN,21600682,3,4,25,-3,MIA,7,6,25,3,108.2,110.1,1.33,15.8,0.191,0.739,0.462,15.3,0.58,98.5,0.448,110.1,108.2,1.77,17.7,0.261,0.809,0.538,13.1,0.58,101.72,98.5,0.552,1
682,CHI,21600683,6,5,16,-5,ATL,5,5,20,5,124.0,120.0,2.07,21.6,0.268,0.66,0.489,14.6,0.651,95.5,0.545,120.0,124.0,2.57,13.8,0.34,0.732,0.511,7.4,0.541,99.9,95.5,0.455,1
683,PHI,21600684,9,4,21,5,MIL,11,4,22,-5,109.0,112.9,1.37,17.8,0.34,0.676,0.478,19.0,0.539,100.5,0.423,112.9,109.0,1.33,22.5,0.324,0.66,0.522,23.8,0.663,103.06,100.5,0.577,0
684,TOR,21600685,6,4,22,-2,MEM,3,7,17,2,114.8,110.0,1.8,15.4,0.239,0.655,0.471,11.4,0.567,89.0,0.567,110.0,114.8,1.78,12.8,0.345,0.761,0.529,10.0,0.493,93.18,89.0,0.433,1
685,NOP,21600686,7,9,23,-9,OKC,6,11,18,9,102.9,110.7,1.92,16.5,0.254,0.704,0.469,11.8,0.503,102.5,0.439,110.7,102.9,1.5,16.7,0.296,0.746,0.531,15.5,0.552,107.34,102.5,0.561,1
686,GSW,21600687,7,14,19,10,CHA,6,6,18,-10,105.1,115.3,1.73,18.3,0.309,0.744,0.5,15.3,0.509,98.0,0.438,115.3,105.1,1.92,17.8,0.256,0.691,0.5,12.2,0.602,102.56,98.0,0.562,0
687,DAL,21600688,10,7,12,8,NYK,4,2,21,-8,109.6,101.1,2.71,15.9,0.174,0.593,0.4,7.4,0.55,94.0,0.592,101.1,109.6,0.94,12.9,0.407,0.826,0.6,19.1,0.488,95.42,94.0,0.408,0
688,POR,21600689,5,4,12,7,LAL,5,9,17,-7,98.0,105.0,1.07,12.2,0.293,0.8,0.528,15.0,0.489,100.0,0.44,105.0,98.0,1.55,13.4,0.2,0.707,0.472,11.0,0.531,100.98,100.0,0.56,0
689,OKC,21600690,7,2,17,11,DAL,10,2,26,-11,105.4,117.2,1.42,14.3,0.188,,,12.9,0.546,93.0,0.443,117.2,105.4,0.76,11.0,,0.813,,18.3,0.62,95.78,93.0,0.557,0
690,MIN,21600691,13,5,20,-6,IND,7,4,22,6,111.2,103.0,1.11,16.3,0.225,0.813,0.545,19.4,0.616,99.0,0.514,103.0,111.2,2.08,20.3,0.188,0.775,0.455,13.0,0.554,100.68,99.0,0.486,1
691,DEN,21600692,5,6,15,7,PHX,8,2,26,-7,130.9,125.0,1.93,19.9,0.512,0.683,0.595,15.5,0.626,96.5,0.57,125.0,130.9,1.91,16.3,0.317,0.488,0.405,11.5,0.622,98.44,96.5,0.43,0
692,LAL,21600693,5,2,24,-8,UTA,7,6,10,8,96.7,104.3,1.0,11.2,0.25,0.75,0.51,14.3,0.49,91.5,0.421,104.3,96.7,1.63,11.4,0.25,0.75,0.49,8.7,0.514,92.02,91.5,0.579,1
693,HOU,21600694,10,4,29,5,PHI,14,6,25,-5,112.8,107.3,1.0,17.4,0.231,0.857,0.556,22.9,0.659,109.5,0.509,107.3,112.8,1.32,20.3,0.143,0.769,0.444,20.0,0.641,111.7,109.5,0.491,0
694,BKN,21600695,9,2,15,-8,CLE,4,5,14,8,114.9,121.6,2.09,18.0,0.133,0.723,0.435,10.9,0.617,101.5,0.481,121.6,114.9,1.86,18.5,0.277,0.867,0.565,13.7,0.615,103.42,101.5,0.519,1
695,SAC,21600696,7,1,30,-4,IND,14,4,24,4,122.3,116.8,1.9,15.6,,0.658,,10.6,0.621,85.58,0.53,116.8,122.3,1.16,17.3,0.342,,,20.0,0.647,86.2,85.58,0.47,1
696,BOS,21600697,8,5,17,30,ORL,7,2,15,-30,129.3,98.0,3.9,27.0,0.2,0.808,0.543,10.1,0.669,99.5,0.632,98.0,129.3,2.42,21.3,0.192,0.8,0.457,12.0,0.516,99.26,99.5,0.368,0
697,TOR,21600698,9,10,19,16,MIL,6,7,22,-16,90.5,107.4,1.0,14.8,,0.688,,20.0,0.475,95.0,0.377,107.4,90.5,1.25,15.4,0.313,,,16.8,0.542,97.84,95.0,0.623,0
698,CHA,21600699,5,4,16,-3,NYK,8,9,18,3,108.1,112.2,1.38,14.1,0.255,,,13.1,0.554,98.5,0.474,112.2,108.1,2.2,16.5,,0.745,,10.2,0.541,100.66,98.5,0.526,1
699,CHI,21600700,7,9,12,-12,MIA,14,2,17,12,90.7,101.0,0.9,14.7,0.255,0.8,0.536,21.6,0.494,98.0,0.428,101.0,90.7,2.08,19.1,0.2,0.745,0.464,12.1,0.533,99.92,98.0,0.572,1
700,NOP,21600701,8,6,20,16,SAS,10,4,13,-16,120.2,104.0,2.07,20.4,0.313,,,14.1,0.6,99.0,0.57,104.0,120.2,1.67,15.4,,0.688,,12.1,0.527,98.46,99.0,0.43,0
701,WAS,21600702,12,10,24,26,ATL,9,8,16,-26,86.0,110.9,0.9,13.6,0.286,0.667,0.467,20.0,0.457,100.5,0.353,110.9,86.0,1.3,18.1,0.333,0.714,0.533,19.8,0.575,105.18,100.5,0.647,0
702,POR,21600703,2,3,26,3,MEM,6,5,19,-3,117.2,120.4,2.18,19.0,0.268,,,11.8,0.595,93.0,0.54,120.4,117.2,2.0,19.0,,0.732,,12.9,0.621,93.38,93.0,0.46,0
703,CHA,21600704,4,7,25,-3,SAC,6,5,23,3,116.5,119.8,2.18,19.9,0.2,0.721,0.47,12.1,0.619,91.0,0.483,119.8,116.5,2.7,21.2,0.279,0.8,0.53,11.0,0.603,91.0,91.0,0.517,1
704,DET,21600705,6,3,16,-13,MIA,6,6,19,13,113.2,127.5,0.92,9.4,0.34,0.732,0.523,13.2,0.546,91.0,0.439,127.5,113.2,1.64,15.1,0.268,0.66,0.477,12.1,0.644,92.7,91.0,0.561,1
705,BOS,21600706,6,7,23,4,MIL,6,6,25,-4,106.7,102.9,2.0,18.4,0.236,0.759,0.495,12.4,0.548,95.09,0.524,102.9,106.7,1.44,16.4,0.241,0.764,0.505,15.2,0.534,97.03,95.09,0.476,0
706,LAC,21600707,7,2,18,-46,GSW,9,7,17,46,144.0,98.0,3.18,24.1,0.306,,,11.0,0.727,100.0,0.701,98.0,144.0,1.71,18.5,,0.694,,14.0,0.534,99.36,100.0,0.299,1
707,MEM,21600708,8,1,23,7,UTA,3,4,18,-7,121.4,113.1,1.86,12.5,0.256,0.818,0.514,8.3,0.604,84.0,0.497,113.1,121.4,1.46,17.8,0.182,0.744,0.486,15.5,0.635,84.08,84.0,0.503,0
708,PHX,21600709,9,3,36,-11,DEN,7,3,25,11,120.6,112.0,1.13,13.0,0.25,0.745,0.525,14.7,0.624,101.0,0.586,112.0,120.6,1.82,14.7,0.255,0.75,0.475,11.0,0.533,104.78,101.0,0.414,1
709,BKN,21600710,6,6,18,-20,MIN,8,8,21,20,104.8,122.9,1.33,15.3,0.174,,,14.4,0.568,104.5,0.425,122.9,104.8,2.45,18.6,,0.826,,10.5,0.602,105.54,104.5,0.575,1
710,ATL,21600711,4,2,24,3,NYK,9,11,39,-3,110.1,106.1,2.57,19.3,0.325,0.679,0.503,10.9,0.52,91.76,0.532,106.1,110.1,2.29,17.4,0.321,0.675,0.497,10.7,0.503,95.55,91.76,0.468,0
711,CLE,21600712,9,6,16,16,OKC,5,4,19,-16,101.9,86.7,2.2,16.5,0.173,0.698,0.461,9.5,0.526,105.0,0.625,86.7,101.9,1.25,14.0,0.302,0.827,0.539,15.2,0.425,106.86,105.0,0.375,0
712,HOU,21600713,7,6,24,-19,IND,9,7,21,19,103.1,122.4,1.4,16.2,0.255,0.762,0.484,15.3,0.537,98.0,0.383,122.4,103.1,2.8,20.5,0.238,0.745,0.516,10.2,0.61,99.72,98.0,0.617,1
713,NOP,21600714,8,3,12,-13,WAS,9,3,17,13,98.9,113.8,1.67,19.1,0.26,0.761,0.5,15.8,0.519,94.5,0.436,113.8,98.9,2.55,21.1,0.239,0.74,0.5,11.7,0.573,95.0,94.5,0.564,1
714,TOR,21600715,8,3,20,-1,ORL,6,6,28,1,117.5,117.7,2.08,19.6,,0.717,,12.4,0.63,96.5,0.51,117.7,117.5,1.46,15.0,0.283,,,13.5,0.596,97.64,96.5,0.49,1
715,CHI,21600716,8,5,11,13,PHI,8,8,22,-13,118.6,105.9,2.42,20.4,0.292,0.707,0.519,11.8,0.597,102.0,0.597,105.9,118.6,2.0,18.0,0.293,0.708,0.481,12.7,0.514,105.24,102.0,0.403,0
716,SAS,21600717,2,4,20,-4,DAL,6,5,19,4,109.4,106.3,2.86,16.5,,0.8,,7.3,0.558,95.5,0.516,106.3,109.4,2.36,20.0,0.2,,,11.6,0.542,97.08,95.5,0.484,1
717,GSW,21600718,13,6,18,2,POR,11,2,24,-2,106.6,104.7,1.56,19.7,0.244,0.75,0.505,17.0,0.588,106.0,0.531,104.7,106.6,1.44,18.3,0.25,0.756,0.495,17.0,0.565,106.72,106.0,0.469,0
718,BKN,21600719,7,4,23,-8,MIA,9,8,18,8,99.0,108.3,1.0,12.4,0.358,0.813,0.574,16.5,0.496,96.5,0.448,108.3,99.0,2.0,17.6,0.188,0.642,0.426,11.5,0.564,97.9,96.5,0.552,1
719,ORL,21600720,7,3,25,-6,MIN,3,11,20,6,107.8,101.0,2.42,20.2,0.245,0.763,0.518,11.7,0.542,93.74,0.562,101.0,107.8,2.0,16.0,0.237,0.755,0.482,10.6,0.503,95.0,93.74,0.438,1
720,DET,21600721,6,7,23,-4,BOS,6,5,18,4,111.9,106.9,2.3,17.8,0.163,0.712,0.463,9.9,0.585,101.5,0.546,106.9,111.9,2.57,13.4,0.288,0.837,0.537,6.9,0.497,102.64,101.5,0.454,1
721,DAL,21600722,11,2,17,7,CLE,6,3,17,-7,103.2,110.6,1.0,14.4,0.205,0.771,0.5,18.1,0.576,94.0,0.455,110.6,103.2,2.11,15.6,0.229,0.795,0.5,9.6,0.554,94.58,94.0,0.545,0
722,PHX,21600723,8,8,19,-19,MEM,13,2,27,19,118.6,100.0,1.39,18.7,,0.714,,18.6,0.635,96.5,0.614,100.0,118.6,0.65,9.2,0.286,,,17.7,0.527,96.86,96.5,0.386,1
723,WAS,21600724,4,4,25,16,NYK,8,2,17,-16,103.1,118.2,1.5,13.0,0.371,0.75,0.52,12.2,0.466,98.5,0.394,118.2,103.1,2.25,20.2,0.25,0.629,0.48,12.1,0.618,98.0,98.5,0.606,0
724,NOP,21600725,11,7,16,-2,TOR,5,6,19,2,102.9,104.9,1.31,12.8,0.25,0.686,0.458,12.6,0.518,93.28,0.488,104.9,102.9,1.27,14.1,0.314,0.75,0.542,14.6,0.537,92.81,93.28,0.512,1
725,SAC,21600726,9,7,17,-22,HOU,4,4,24,22,107.1,84.7,2.0,20.5,0.26,0.806,0.563,14.3,0.554,98.0,0.619,84.7,107.1,2.0,16.9,0.194,0.74,0.438,11.2,0.426,98.06,98.0,0.381,1
726,SAS,21600727,12,13,25,14,OKC,12,7,30,-14,90.4,101.9,1.05,15.0,0.293,0.741,0.517,19.2,0.474,105.0,0.43,101.9,90.4,0.94,11.8,0.259,0.707,0.483,16.0,0.526,108.4,105.0,0.57,0
727,POR,21600728,8,2,18,17,CHA,3,6,13,-17,99.0,117.3,2.0,16.1,0.137,,,10.1,0.521,98.5,0.438,117.3,99.0,2.88,17.1,,0.863,,8.2,0.558,100.56,98.5,0.563,0
728,LAL,21600729,7,10,16,4,DEN,12,5,18,-4,116.0,121.2,2.36,17.8,0.4,0.711,0.533,11.0,0.532,99.5,0.472,121.2,116.0,1.67,18.3,0.289,0.6,0.467,15.2,0.619,101.02,99.5,0.528,0
729,IND,21600730,5,1,23,10,ORL,12,3,22,-10,104.3,92.6,1.39,20.3,0.167,0.72,0.488,19.1,0.609,94.5,0.592,92.6,104.3,1.06,13.9,0.28,0.833,0.512,16.8,0.493,95.88,94.5,0.408,0
730,MIN,21600731,7,3,19,-28,CLE,10,10,13,28,131.6,102.1,3.7,25.4,0.333,0.685,0.525,10.5,0.633,95.0,0.658,102.1,131.6,2.0,18.9,0.315,0.667,0.475,13.7,0.493,98.04,95.0,0.342,1
731,BOS,21600732,6,2,21,5,TOR,6,5,29,-5,119.8,111.8,2.4,17.9,0.352,,,11.0,0.544,92.0,0.539,111.8,119.8,1.06,13.9,,0.648,,17.2,0.584,97.6,92.0,0.461,0
732,NYK,21600733,16,7,18,5,BKN,4,7,24,-5,90.0,96.0,0.81,12.8,0.321,0.614,0.484,21.0,0.473,99.5,0.42,96.0,90.0,1.77,15.5,0.386,0.679,0.516,13.1,0.422,104.34,99.5,0.58,0
733,MIA,21600734,10,11,18,23,ATL,10,6,14,-23,94.9,118.4,0.81,10.5,0.241,,,16.3,0.488,98.0,0.392,118.4,94.9,1.77,16.7,,0.759,,13.3,0.572,103.3,98.0,0.608,0
734,NOP,21600735,6,5,15,-20,DET,9,0,13,20,118.0,98.0,2.8,21.0,0.167,0.909,0.547,10.0,0.618,100.0,0.593,98.0,118.0,1.4,16.9,0.091,0.833,0.453,15.0,0.556,100.32,100.0,0.407,1
735,PHI,21600736,5,2,21,-18,DAL,10,4,19,18,116.5,97.9,2.0,16.8,,0.844,,11.3,0.575,97.0,0.592,97.9,116.5,1.62,17.2,0.156,,,13.4,0.537,95.38,97.0,0.408,1
736,MEM,21600737,6,4,24,20,DEN,7,2,17,-20,102.1,122.7,1.47,18.2,0.278,0.74,0.5,17.5,0.519,97.0,0.419,122.7,102.1,3.5,20.5,0.26,0.722,0.5,8.2,0.59,99.6,97.0,0.581,0
737,MIL,21600738,10,7,21,-16,UTA,11,2,23,16,93.6,110.6,1.12,15.8,0.208,0.727,0.457,18.1,0.524,94.0,0.419,110.6,93.6,1.38,17.2,0.273,0.792,0.543,17.0,0.579,93.44,94.0,0.581,1
738,LAC,21600739,9,8,28,10,PHX,5,3,27,-10,119.2,110.7,2.0,15.2,0.25,0.672,0.49,9.6,0.61,103.5,0.601,110.7,119.2,1.75,14.5,0.328,0.75,0.51,11.7,0.512,105.06,103.5,0.399,0
739,OKC,21600740,6,4,23,-28,CHI,7,2,19,28,129.3,101.0,2.78,19.5,0.182,0.714,0.531,9.1,0.679,99.0,0.694,101.0,129.3,1.89,12.7,0.286,0.818,0.469,9.1,0.465,102.34,99.0,0.306,1
740,GSW,21600741,9,13,18,15,CHA,4,3,14,-15,108.8,124.8,3.3,23.2,0.204,0.784,0.5,9.8,0.558,101.5,0.456,124.8,108.8,3.5,23.8,0.216,0.796,0.5,9.9,0.617,103.3,101.5,0.544,0
741,WAS,21600742,11,6,19,8,LAL,6,8,23,-8,104.9,112.6,0.95,14.0,0.314,0.685,0.505,19.4,0.559,103.0,0.432,112.6,104.9,2.25,18.7,0.315,0.686,0.495,11.7,0.551,104.96,103.0,0.568,0
